[2025-02-12T16:08:18.105+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-01-16T17:00:00+00:00 [queued]>
[2025-02-12T16:08:18.133+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-01-16T17:00:00+00:00 [queued]>
[2025-02-12T16:08:18.134+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 4
[2025-02-12T16:08:27.403+0000] {taskinstance.py:1380} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2025-01-16 17:00:00+00:00
[2025-02-12T16:08:27.426+0000] {standard_task_runner.py:57} INFO - Started process 5639 to run task
[2025-02-12T16:08:27.434+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2025-01-16T17:00:00+00:00', '--job-id', '88', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator_dag.py', '--cfg-path', '/tmp/tmp12izd022']
[2025-02-12T16:08:27.440+0000] {standard_task_runner.py:85} INFO - Job 88: Subtask generate_txn_fact_data
[2025-02-12T16:08:23.773+0000] {task_command.py:415} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-01-16T17:00:00+00:00 [running]> on host 5879df32f101
[2025-02-12T16:08:23.994+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_EMAIL='hoyseiha@gmail.com' AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2025-01-16T17:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-01-16T17:00:00+00:00'
[2025-02-12T16:08:24.008+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-12T16:08:24.010+0000] {conn.py:1205} INFO - Probing node bootstrap-0 broker version
[2025-02-12T16:08:24.012+0000] {conn.py:410} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-12T16:08:24.155+0000] {conn.py:1267} INFO - Broker version identified as 2.5.0
[2025-02-12T16:08:24.156+0000] {conn.py:1268} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2025-02-12T16:08:24.386+0000] {conn.py:380} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-12T16:08:24.387+0000] {conn.py:410} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-12T16:08:24.387+0000] {conn.py:919} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.20.0.4', 9092)]>: Closing connection. 
[2025-02-12T16:08:31.692+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1710432504190, 'account_id': 'A00904', 'customer_id': 'C00335', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00723', 'transaction_amount': 23.33, 'exchange_rate': 0.8155}
[2025-02-12T16:08:31.749+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000013', 'transaction_date': 1721923711747, 'account_id': 'A00470', 'customer_id': 'C00805', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00808', 'transaction_amount': 2858.87, 'exchange_rate': 0.5632}
[2025-02-12T16:08:31.755+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000014', 'transaction_date': 1739376511751, 'account_id': 'A00943', 'customer_id': 'C00236', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00374', 'transaction_amount': 8834.36, 'exchange_rate': 1.0843}
[2025-02-12T16:08:31.761+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000015', 'transaction_date': 1726243711760, 'account_id': 'A00483', 'customer_id': 'C00273', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00006', 'transaction_amount': 8410.31, 'exchange_rate': 0.8298}
[2025-02-12T16:08:31.767+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000016', 'transaction_date': 1726848511765, 'account_id': 'A00124', 'customer_id': 'C00349', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00072', 'transaction_amount': 7139.26, 'exchange_rate': 0.6504}
[2025-02-12T16:08:31.774+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000017', 'transaction_date': 1737475711770, 'account_id': 'A00944', 'customer_id': 'C00839', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00663', 'transaction_amount': 4011.8, 'exchange_rate': 1.498}
[2025-02-12T16:08:31.779+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000018', 'transaction_date': 1719158911776, 'account_id': 'A00451', 'customer_id': 'C00153', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00278', 'transaction_amount': 7916.39, 'exchange_rate': 1.0884}
[2025-02-12T16:08:31.784+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000019', 'transaction_date': 1731427711782, 'account_id': 'A00965', 'customer_id': 'C00459', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00736', 'transaction_amount': 6876.97, 'exchange_rate': 0.8009}
[2025-02-12T16:08:31.792+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000020', 'transaction_date': 1734538111787, 'account_id': 'A00892', 'customer_id': 'C00891', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00104', 'transaction_amount': 6847.15, 'exchange_rate': 0.5739}
[2025-02-12T16:08:31.798+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000021', 'transaction_date': 1719418111795, 'account_id': 'A00438', 'customer_id': 'C00428', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00011', 'transaction_amount': 7580.13, 'exchange_rate': 0.7394}
[2025-02-12T16:08:31.802+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000022', 'transaction_date': 1728490111800, 'account_id': 'A00937', 'customer_id': 'C00502', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00843', 'transaction_amount': 5378.88, 'exchange_rate': 1.3101}
[2025-02-12T16:08:31.805+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000023', 'transaction_date': 1735402111805, 'account_id': 'A00235', 'customer_id': 'C00159', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00447', 'transaction_amount': 4358.59, 'exchange_rate': 0.5316}
[2025-02-12T16:08:31.808+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000024', 'transaction_date': 1715357311807, 'account_id': 'A00949', 'customer_id': 'C00564', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00174', 'transaction_amount': 9849.72, 'exchange_rate': 1.4882}
[2025-02-12T16:08:31.810+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000025', 'transaction_date': 1713283711810, 'account_id': 'A00325', 'customer_id': 'C00345', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00252', 'transaction_amount': 7114.81, 'exchange_rate': 0.6665}
[2025-02-12T16:08:31.813+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000026', 'transaction_date': 1727539711813, 'account_id': 'A00001', 'customer_id': 'C00909', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00674', 'transaction_amount': 756.55, 'exchange_rate': 0.6055}
[2025-02-12T16:08:31.816+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000027', 'transaction_date': 1725725311815, 'account_id': 'A00469', 'customer_id': 'C00954', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00732', 'transaction_amount': 2699.43, 'exchange_rate': 0.6496}
[2025-02-12T16:08:31.828+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000028', 'transaction_date': 1717690111825, 'account_id': 'A00551', 'customer_id': 'C00176', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00956', 'transaction_amount': 1598.16, 'exchange_rate': 0.6793}
[2025-02-12T16:08:31.839+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000029', 'transaction_date': 1720800511836, 'account_id': 'A00763', 'customer_id': 'C00336', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00908', 'transaction_amount': 2439.75, 'exchange_rate': 0.7435}
[2025-02-12T16:08:31.846+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000030', 'transaction_date': 1716221311844, 'account_id': 'A00840', 'customer_id': 'C00532', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00832', 'transaction_amount': 7134.11, 'exchange_rate': 0.6499}
[2025-02-12T16:08:31.863+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000031', 'transaction_date': 1718554111851, 'account_id': 'A00273', 'customer_id': 'C00636', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00167', 'transaction_amount': 4538.3, 'exchange_rate': 0.607}
[2025-02-12T16:08:31.875+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000032', 'transaction_date': 1716307711866, 'account_id': 'A00648', 'customer_id': 'C00705', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00431', 'transaction_amount': 4584.13, 'exchange_rate': 1.361}
[2025-02-12T16:08:31.878+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000033', 'transaction_date': 1709222911878, 'account_id': 'A00640', 'customer_id': 'C00635', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00239', 'transaction_amount': 6305.87, 'exchange_rate': 1.1854}
[2025-02-12T16:08:31.888+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000034', 'transaction_date': 1725120511887, 'account_id': 'A00840', 'customer_id': 'C00812', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00881', 'transaction_amount': 7208.5, 'exchange_rate': 0.6166}
[2025-02-12T16:08:31.893+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000035', 'transaction_date': 1730736511893, 'account_id': 'A00916', 'customer_id': 'C00609', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00730', 'transaction_amount': 4341.97, 'exchange_rate': 1.0614}
[2025-02-12T16:08:31.898+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000036', 'transaction_date': 1732896511897, 'account_id': 'A00557', 'customer_id': 'C00731', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00692', 'transaction_amount': 1229.03, 'exchange_rate': 1.0309}
[2025-02-12T16:08:31.900+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000037', 'transaction_date': 1711642111900, 'account_id': 'A00805', 'customer_id': 'C00297', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00929', 'transaction_amount': 881.9, 'exchange_rate': 0.5205}
[2025-02-12T16:08:31.904+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000038', 'transaction_date': 1720541311903, 'account_id': 'A00017', 'customer_id': 'C00992', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00708', 'transaction_amount': 4958.65, 'exchange_rate': 0.8936}
[2025-02-12T16:08:31.906+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000039', 'transaction_date': 1739117311906, 'account_id': 'A00655', 'customer_id': 'C00662', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00996', 'transaction_amount': 9385.46, 'exchange_rate': 1.3971}
[2025-02-12T16:08:31.909+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000040', 'transaction_date': 1721059711908, 'account_id': 'A00193', 'customer_id': 'C00217', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00211', 'transaction_amount': 14.4, 'exchange_rate': 1.2798}
[2025-02-12T16:08:31.915+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000041', 'transaction_date': 1708877311914, 'account_id': 'A00441', 'customer_id': 'C00254', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00089', 'transaction_amount': 630.58, 'exchange_rate': 1.0708}
[2025-02-12T16:08:31.918+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000042', 'transaction_date': 1731082111917, 'account_id': 'A00152', 'customer_id': 'C00161', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00649', 'transaction_amount': 2982.82, 'exchange_rate': 1.0983}
[2025-02-12T16:08:31.920+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000043', 'transaction_date': 1733674111920, 'account_id': 'A00428', 'customer_id': 'C00421', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00326', 'transaction_amount': 207.28, 'exchange_rate': 1.0287}
[2025-02-12T16:08:31.925+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000044', 'transaction_date': 1733501311924, 'account_id': 'A00728', 'customer_id': 'C00616', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00810', 'transaction_amount': 4552.57, 'exchange_rate': 0.6109}
[2025-02-12T16:08:31.936+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000045', 'transaction_date': 1729181311933, 'account_id': 'A00057', 'customer_id': 'C00387', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00499', 'transaction_amount': 1960.35, 'exchange_rate': 0.6512}
[2025-02-12T16:08:31.943+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000046', 'transaction_date': 1724429311938, 'account_id': 'A00631', 'customer_id': 'C00965', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00430', 'transaction_amount': 1808.24, 'exchange_rate': 1.1195}
[2025-02-12T16:08:31.951+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000047', 'transaction_date': 1725120511945, 'account_id': 'A00455', 'customer_id': 'C00010', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00041', 'transaction_amount': 2234.32, 'exchange_rate': 0.6718}
[2025-02-12T16:08:31.964+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000048', 'transaction_date': 1728576511955, 'account_id': 'A00365', 'customer_id': 'C00642', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00105', 'transaction_amount': 7712.23, 'exchange_rate': 1.4192}
[2025-02-12T16:08:31.971+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000049', 'transaction_date': 1713715711969, 'account_id': 'A00284', 'customer_id': 'C00683', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00341', 'transaction_amount': 5934.3, 'exchange_rate': 0.691}
[2025-02-12T16:08:31.976+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000050', 'transaction_date': 1728058111973, 'account_id': 'A00337', 'customer_id': 'C00651', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00143', 'transaction_amount': 4692.36, 'exchange_rate': 0.9192}
[2025-02-12T16:08:31.979+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000051', 'transaction_date': 1733760511978, 'account_id': 'A00817', 'customer_id': 'C00451', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00576', 'transaction_amount': 433.7, 'exchange_rate': 1.4466}
[2025-02-12T16:08:31.985+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000052', 'transaction_date': 1712160511983, 'account_id': 'A00618', 'customer_id': 'C00297', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00196', 'transaction_amount': 6645.4, 'exchange_rate': 1.2269}
[2025-02-12T16:08:31.988+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000053', 'transaction_date': 1736266111988, 'account_id': 'A00095', 'customer_id': 'C00626', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00675', 'transaction_amount': 6863.31, 'exchange_rate': 0.5767}
[2025-02-12T16:08:31.999+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000054', 'transaction_date': 1718381311996, 'account_id': 'A00593', 'customer_id': 'C00148', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00950', 'transaction_amount': 9422.2, 'exchange_rate': 1.4644}
[2025-02-12T16:08:32.004+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000055', 'transaction_date': 1719936512001, 'account_id': 'A00012', 'customer_id': 'C00059', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00829', 'transaction_amount': 1847.1, 'exchange_rate': 1.0971}
[2025-02-12T16:08:32.009+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000056', 'transaction_date': 1732032512008, 'account_id': 'A00416', 'customer_id': 'C00322', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00903', 'transaction_amount': 6669.95, 'exchange_rate': 0.8157}
[2025-02-12T16:08:32.012+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000057', 'transaction_date': 1728058112011, 'account_id': 'A00343', 'customer_id': 'C00587', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00673', 'transaction_amount': 7760.66, 'exchange_rate': 0.8331}
[2025-02-12T16:08:32.024+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000058', 'transaction_date': 1727194112019, 'account_id': 'A00080', 'customer_id': 'C00496', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00929', 'transaction_amount': 7802.13, 'exchange_rate': 0.7588}
[2025-02-12T16:08:32.028+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000059', 'transaction_date': 1732205312026, 'account_id': 'A00331', 'customer_id': 'C00596', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00858', 'transaction_amount': 3680.32, 'exchange_rate': 1.0759}
[2025-02-12T16:08:32.032+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000060', 'transaction_date': 1727712512030, 'account_id': 'A00130', 'customer_id': 'C00829', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00402', 'transaction_amount': 7690.56, 'exchange_rate': 1.0464}
[2025-02-12T16:08:32.038+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000061', 'transaction_date': 1728576512036, 'account_id': 'A00698', 'customer_id': 'C00710', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00695', 'transaction_amount': 1539.91, 'exchange_rate': 1.0992}
[2025-02-12T16:08:32.043+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000062', 'transaction_date': 1716394112040, 'account_id': 'A00590', 'customer_id': 'C00385', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00856', 'transaction_amount': 6920.13, 'exchange_rate': 1.38}
[2025-02-12T16:08:32.048+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000063', 'transaction_date': 1729786112045, 'account_id': 'A00767', 'customer_id': 'C00555', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00899', 'transaction_amount': 1369.26, 'exchange_rate': 0.7564}
