[2025-02-12T16:08:31.616+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-01-20T17:00:00+00:00 [queued]>
[2025-02-12T16:08:31.635+0000] {taskinstance.py:1157} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-01-20T17:00:00+00:00 [queued]>
[2025-02-12T16:08:31.635+0000] {taskinstance.py:1359} INFO - Starting attempt 1 of 4
[2025-02-12T16:08:31.667+0000] {taskinstance.py:1380} INFO - Executing <Task(KafkaProduceOperator): generate_txn_fact_data> on 2025-01-20 17:00:00+00:00
[2025-02-12T16:08:31.687+0000] {standard_task_runner.py:57} INFO - Started process 5690 to run task
[2025-02-12T16:08:31.697+0000] {standard_task_runner.py:84} INFO - Running: ['***', 'tasks', 'run', 'transaction_facts_generator', 'generate_txn_fact_data', 'scheduled__2025-01-20T17:00:00+00:00', '--job-id', '92', '--raw', '--subdir', 'DAGS_FOLDER/transaction_facts_generator_dag.py', '--cfg-path', '/tmp/tmp96air5lr']
[2025-02-12T16:08:31.708+0000] {standard_task_runner.py:85} INFO - Job 92: Subtask generate_txn_fact_data
[2025-02-12T16:08:31.837+0000] {task_command.py:415} INFO - Running <TaskInstance: transaction_facts_generator.generate_txn_fact_data scheduled__2025-01-20T17:00:00+00:00 [running]> on host 5879df32f101
[2025-02-12T16:08:32.016+0000] {taskinstance.py:1660} INFO - Exporting env vars: AIRFLOW_CTX_DAG_EMAIL='hoyseiha@gmail.com' AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='transaction_facts_generator' AIRFLOW_CTX_TASK_ID='generate_txn_fact_data' AIRFLOW_CTX_EXECUTION_DATE='2025-01-20T17:00:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-01-20T17:00:00+00:00'
[2025-02-12T16:08:32.031+0000] {conn.py:380} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: connecting to kafka_broker:9092 [('172.20.0.4', 9092) IPv4]
[2025-02-12T16:08:32.033+0000] {conn.py:1205} INFO - Probing node bootstrap-0 broker version
[2025-02-12T16:08:32.034+0000] {conn.py:410} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-12T16:08:32.141+0000] {conn.py:1267} INFO - Broker version identified as 2.5.0
[2025-02-12T16:08:32.142+0000] {conn.py:1268} INFO - Set configuration api_version=(2, 5, 0) to skip auto check_version requests on startup
[2025-02-12T16:08:32.152+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000001', 'transaction_date': 1726243712149, 'account_id': 'A00471', 'customer_id': 'C00837', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00718', 'transaction_amount': 9605.26, 'exchange_rate': 0.6628}
[2025-02-12T16:08:32.176+0000] {conn.py:410} INFO - <BrokerConnection node_id=0 host=kafka_broker:9092 <connecting> [IPv4 ('172.20.0.4', 9092)]>: Connection complete.
[2025-02-12T16:08:32.181+0000] {conn.py:919} INFO - <BrokerConnection node_id=bootstrap-0 host=kafka_broker:9092 <connected> [IPv4 ('172.20.0.4', 9092)]>: Closing connection. 
[2025-02-12T16:08:32.181+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000011', 'transaction_date': 1733846912179, 'account_id': 'A00624', 'customer_id': 'C00147', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00309', 'transaction_amount': 1774.55, 'exchange_rate': 0.6666}
[2025-02-12T16:08:32.190+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000012', 'transaction_date': 1720454912189, 'account_id': 'A00394', 'customer_id': 'C00581', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00980', 'transaction_amount': 5765.32, 'exchange_rate': 0.835}
[2025-02-12T16:08:32.194+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000013', 'transaction_date': 1708877312194, 'account_id': 'A00429', 'customer_id': 'C00043', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00363', 'transaction_amount': 5484.69, 'exchange_rate': 0.5587}
[2025-02-12T16:08:32.197+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000014', 'transaction_date': 1716998912196, 'account_id': 'A00153', 'customer_id': 'C00882', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00404', 'transaction_amount': 1340.67, 'exchange_rate': 0.9516}
[2025-02-12T16:08:32.199+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000015', 'transaction_date': 1710432512199, 'account_id': 'A00322', 'customer_id': 'C00438', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00886', 'transaction_amount': 462.04, 'exchange_rate': 1.3763}
[2025-02-12T16:08:32.204+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000016', 'transaction_date': 1733846912203, 'account_id': 'A00772', 'customer_id': 'C00002', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00189', 'transaction_amount': 2445.87, 'exchange_rate': 0.583}
[2025-02-12T16:08:32.207+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000017', 'transaction_date': 1739030912206, 'account_id': 'A00471', 'customer_id': 'C00450', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00191', 'transaction_amount': 3957.95, 'exchange_rate': 0.7158}
[2025-02-12T16:08:32.209+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000018', 'transaction_date': 1712246912209, 'account_id': 'A00739', 'customer_id': 'C00396', 'transaction_type': 'Credit', 'currency': 'GBP', 'branch_id': 'B00414', 'transaction_amount': 9120.8, 'exchange_rate': 0.7521}
[2025-02-12T16:08:32.214+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000019', 'transaction_date': 1714493312211, 'account_id': 'A00119', 'customer_id': 'C00060', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00865', 'transaction_amount': 1433.28, 'exchange_rate': 0.5742}
[2025-02-12T16:08:32.216+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000020', 'transaction_date': 1732810112215, 'account_id': 'A00884', 'customer_id': 'C00314', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00229', 'transaction_amount': 6216.3, 'exchange_rate': 1.4898}
[2025-02-12T16:08:32.218+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000021', 'transaction_date': 1733933312218, 'account_id': 'A00630', 'customer_id': 'C00774', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00398', 'transaction_amount': 2728.0, 'exchange_rate': 1.366}
[2025-02-12T16:08:32.223+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000022', 'transaction_date': 1709827712222, 'account_id': 'A00620', 'customer_id': 'C00939', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00884', 'transaction_amount': 9179.67, 'exchange_rate': 0.9103}
[2025-02-12T16:08:32.227+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000023', 'transaction_date': 1738512512226, 'account_id': 'A00567', 'customer_id': 'C00871', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00765', 'transaction_amount': 2489.11, 'exchange_rate': 0.7064}
[2025-02-12T16:08:32.232+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000024', 'transaction_date': 1720714112231, 'account_id': 'A00865', 'customer_id': 'C00028', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00844', 'transaction_amount': 7919.88, 'exchange_rate': 0.7894}
[2025-02-12T16:08:32.235+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000025', 'transaction_date': 1718381312234, 'account_id': 'A00552', 'customer_id': 'C00466', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00054', 'transaction_amount': 1895.02, 'exchange_rate': 0.5951}
[2025-02-12T16:08:32.241+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000026', 'transaction_date': 1720886912239, 'account_id': 'A00937', 'customer_id': 'C00033', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00378', 'transaction_amount': 9464.06, 'exchange_rate': 0.9736}
[2025-02-12T16:08:32.244+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000027', 'transaction_date': 1719763712243, 'account_id': 'A00755', 'customer_id': 'C00928', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00903', 'transaction_amount': 1847.68, 'exchange_rate': 1.4472}
[2025-02-12T16:08:32.249+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000028', 'transaction_date': 1714147712247, 'account_id': 'A00822', 'customer_id': 'C00190', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00361', 'transaction_amount': 6680.15, 'exchange_rate': 0.8691}
[2025-02-12T16:08:32.253+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000029', 'transaction_date': 1718294912251, 'account_id': 'A00405', 'customer_id': 'C00366', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00625', 'transaction_amount': 2126.92, 'exchange_rate': 1.4425}
[2025-02-12T16:08:32.256+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000030', 'transaction_date': 1717258112255, 'account_id': 'A00345', 'customer_id': 'C00394', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00234', 'transaction_amount': 2874.98, 'exchange_rate': 0.7281}
[2025-02-12T16:08:32.260+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000031', 'transaction_date': 1737389312259, 'account_id': 'A00465', 'customer_id': 'C00740', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00913', 'transaction_amount': 8569.24, 'exchange_rate': 0.5742}
[2025-02-12T16:08:32.266+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000032', 'transaction_date': 1716566912263, 'account_id': 'A00753', 'customer_id': 'C00112', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00684', 'transaction_amount': 8789.74, 'exchange_rate': 1.4051}
[2025-02-12T16:08:32.271+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000033', 'transaction_date': 1721491712268, 'account_id': 'A00971', 'customer_id': 'C00857', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00280', 'transaction_amount': 4759.9, 'exchange_rate': 0.8575}
[2025-02-12T16:08:32.276+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000034', 'transaction_date': 1735574912273, 'account_id': 'A00158', 'customer_id': 'C00161', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00592', 'transaction_amount': 2759.74, 'exchange_rate': 1.3831}
[2025-02-12T16:08:32.280+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000035', 'transaction_date': 1713110912277, 'account_id': 'A00569', 'customer_id': 'C00944', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00354', 'transaction_amount': 7019.81, 'exchange_rate': 0.9108}
[2025-02-12T16:08:32.284+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000036', 'transaction_date': 1715789312282, 'account_id': 'A00278', 'customer_id': 'C00262', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00913', 'transaction_amount': 8573.41, 'exchange_rate': 0.8469}
[2025-02-12T16:08:32.288+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000037', 'transaction_date': 1711296512286, 'account_id': 'A00315', 'customer_id': 'C00704', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00904', 'transaction_amount': 51.36, 'exchange_rate': 0.5796}
[2025-02-12T16:08:32.291+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000038', 'transaction_date': 1731859712290, 'account_id': 'A00631', 'customer_id': 'C00394', 'transaction_type': 'Credit', 'currency': 'USD', 'branch_id': 'B00825', 'transaction_amount': 6272.21, 'exchange_rate': 1.1082}
[2025-02-12T16:08:32.296+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000039', 'transaction_date': 1738339712294, 'account_id': 'A00286', 'customer_id': 'C00317', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00274', 'transaction_amount': 5518.77, 'exchange_rate': 1.3964}
[2025-02-12T16:08:32.301+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000040', 'transaction_date': 1728230912298, 'account_id': 'A00721', 'customer_id': 'C00835', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00119', 'transaction_amount': 5736.89, 'exchange_rate': 0.6538}
[2025-02-12T16:08:32.305+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000041', 'transaction_date': 1709482112304, 'account_id': 'A00250', 'customer_id': 'C00108', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00950', 'transaction_amount': 7697.54, 'exchange_rate': 1.0759}
[2025-02-12T16:08:32.311+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000042', 'transaction_date': 1731773312309, 'account_id': 'A00574', 'customer_id': 'C00704', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00218', 'transaction_amount': 2029.02, 'exchange_rate': 1.3918}
[2025-02-12T16:08:32.315+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000043', 'transaction_date': 1737734912313, 'account_id': 'A00968', 'customer_id': 'C00822', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00603', 'transaction_amount': 6251.32, 'exchange_rate': 0.959}
[2025-02-12T16:08:32.320+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000044', 'transaction_date': 1733760512318, 'account_id': 'A00052', 'customer_id': 'C00422', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00956', 'transaction_amount': 9800.87, 'exchange_rate': 0.8894}
[2025-02-12T16:08:32.325+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000045', 'transaction_date': 1726675712322, 'account_id': 'A00502', 'customer_id': 'C00899', 'transaction_type': 'Debit', 'currency': 'GBP', 'branch_id': 'B00646', 'transaction_amount': 505.95, 'exchange_rate': 1.262}
[2025-02-12T16:08:32.328+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000046', 'transaction_date': 1713888512327, 'account_id': 'A00493', 'customer_id': 'C00480', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00182', 'transaction_amount': 1342.16, 'exchange_rate': 1.3002}
[2025-02-12T16:08:32.333+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000047', 'transaction_date': 1731859712330, 'account_id': 'A00521', 'customer_id': 'C00771', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00360', 'transaction_amount': 5834.78, 'exchange_rate': 0.6356}
[2025-02-12T16:08:32.335+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000048', 'transaction_date': 1708531712335, 'account_id': 'A00838', 'customer_id': 'C00099', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00261', 'transaction_amount': 5590.23, 'exchange_rate': 1.0268}
[2025-02-12T16:08:32.339+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000049', 'transaction_date': 1737994112339, 'account_id': 'A00381', 'customer_id': 'C00697', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00314', 'transaction_amount': 3033.02, 'exchange_rate': 1.3396}
[2025-02-12T16:08:32.347+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000050', 'transaction_date': 1735661312344, 'account_id': 'A00745', 'customer_id': 'C00325', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00317', 'transaction_amount': 9784.88, 'exchange_rate': 0.9077}
[2025-02-12T16:08:32.350+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000051', 'transaction_date': 1727453312349, 'account_id': 'A00830', 'customer_id': 'C00201', 'transaction_type': 'Deposit', 'currency': 'USD', 'branch_id': 'B00118', 'transaction_amount': 1587.74, 'exchange_rate': 1.2625}
[2025-02-12T16:08:32.353+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000052', 'transaction_date': 1735229312353, 'account_id': 'A00868', 'customer_id': 'C00751', 'transaction_type': 'Transfer', 'currency': 'GBP', 'branch_id': 'B00613', 'transaction_amount': 3715.5, 'exchange_rate': 1.2564}
[2025-02-12T16:08:32.362+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000053', 'transaction_date': 1727626112358, 'account_id': 'A00939', 'customer_id': 'C00865', 'transaction_type': 'Debit', 'currency': 'USD', 'branch_id': 'B00852', 'transaction_amount': 9800.48, 'exchange_rate': 1.2028}
[2025-02-12T16:08:32.368+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000054', 'transaction_date': 1738426112367, 'account_id': 'A00710', 'customer_id': 'C00792', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00678', 'transaction_amount': 3065.82, 'exchange_rate': 1.3702}
[2025-02-12T16:08:32.374+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000055', 'transaction_date': 1717085312373, 'account_id': 'A00628', 'customer_id': 'C00902', 'transaction_type': 'Transfer', 'currency': 'EUR', 'branch_id': 'B00139', 'transaction_amount': 5170.66, 'exchange_rate': 1.4784}
[2025-02-12T16:08:32.387+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000056', 'transaction_date': 1710605312384, 'account_id': 'A00048', 'customer_id': 'C00868', 'transaction_type': 'Deposit', 'currency': 'GBP', 'branch_id': 'B00388', 'transaction_amount': 6996.81, 'exchange_rate': 1.3422}
[2025-02-12T16:08:32.390+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000057', 'transaction_date': 1711123712389, 'account_id': 'A00038', 'customer_id': 'C00361', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00875', 'transaction_amount': 5928.43, 'exchange_rate': 0.5822}
[2025-02-12T16:08:32.395+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000058', 'transaction_date': 1732032512392, 'account_id': 'A00691', 'customer_id': 'C00918', 'transaction_type': 'Deposit', 'currency': 'EUR', 'branch_id': 'B00596', 'transaction_amount': 6782.64, 'exchange_rate': 0.8939}
[2025-02-12T16:08:32.412+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000059', 'transaction_date': 1735488512411, 'account_id': 'A00583', 'customer_id': 'C00796', 'transaction_type': 'Withdrawal', 'currency': 'USD', 'branch_id': 'B00648', 'transaction_amount': 1335.98, 'exchange_rate': 0.762}
[2025-02-12T16:08:32.417+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000060', 'transaction_date': 1716566912416, 'account_id': 'A00527', 'customer_id': 'C00511', 'transaction_type': 'Withdrawal', 'currency': 'GBP', 'branch_id': 'B00037', 'transaction_amount': 7693.8, 'exchange_rate': 0.7237}
[2025-02-12T16:08:32.426+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000061', 'transaction_date': 1734538112425, 'account_id': 'A00602', 'customer_id': 'C00874', 'transaction_type': 'Debit', 'currency': 'EUR', 'branch_id': 'B00092', 'transaction_amount': 5073.74, 'exchange_rate': 1.3158}
[2025-02-12T16:08:32.429+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000062', 'transaction_date': 1721578112429, 'account_id': 'A00772', 'customer_id': 'C00315', 'transaction_type': 'Transfer', 'currency': 'USD', 'branch_id': 'B00747', 'transaction_amount': 1404.0, 'exchange_rate': 0.8709}
[2025-02-12T16:08:32.432+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000063', 'transaction_date': 1710086912431, 'account_id': 'A00516', 'customer_id': 'C00583', 'transaction_type': 'Credit', 'currency': 'EUR', 'branch_id': 'B00197', 'transaction_amount': 3229.67, 'exchange_rate': 0.8257}
[2025-02-12T16:08:32.435+0000] {kafka_operator.py:61} INFO - Sent transaction: {'transaction_id': 'T000064', 'transaction_date': 1737648512435, 'account_id': 'A00189', 'customer_id': 'C00044', 'transaction_type': 'Withdrawal', 'currency': 'EUR', 'branch_id': 'B00115', 'transaction_amount': 2354.99, 'exchange_rate': 1.2992}
